path,emotion
processed_audio\tess_disgust_OAF_bone_disgust.wav,disgust
processed_audio\tess_disgust_OAF_book_disgust.wav,disgust
processed_audio\tess_disgust_OAF_bought_disgust.wav,disgust
processed_audio\tess_disgust_OAF_burn_disgust.wav,disgust
processed_audio\tess_disgust_OAF_cab_disgust.wav,disgust
processed_audio\tess_disgust_OAF_calm_disgust.wav,disgust
processed_audio\tess_disgust_OAF_came_disgust.wav,disgust
processed_audio\tess_disgust_OAF_cause_disgust.wav,disgust
processed_audio\tess_disgust_OAF_chain_disgust.wav,disgust
processed_audio\tess_disgust_OAF_chair_disgust.wav,disgust
processed_audio\tess_disgust_OAF_chalk_disgust.wav,disgust
processed_audio\tess_disgust_OAF_chat_disgust.wav,disgust
processed_audio\tess_disgust_OAF_check_disgust.wav,disgust
processed_audio\tess_disgust_OAF_cheek_disgust.wav,disgust
processed_audio\tess_disgust_OAF_chief_disgust.wav,disgust
processed_audio\tess_disgust_OAF_choice_disgust.wav,disgust
processed_audio\tess_disgust_OAF_cool_disgust.wav,disgust
processed_audio\tess_disgust_OAF_dab_disgust.wav,disgust
processed_audio\tess_disgust_OAF_date_disgust.wav,disgust
processed_audio\tess_disgust_OAF_dead_disgust.wav,disgust
processed_audio\tess_disgust_OAF_death_disgust.wav,disgust
processed_audio\tess_disgust_OAF_deep_disgust.wav,disgust
processed_audio\tess_disgust_OAF_dime_disgust.wav,disgust
processed_audio\tess_disgust_OAF_dip_disgust.wav,disgust
processed_audio\tess_disgust_OAF_ditch_disgust.wav,disgust
processed_audio\tess_disgust_OAF_dodge_disgust.wav,disgust
processed_audio\tess_disgust_OAF_dog_disgust.wav,disgust
processed_audio\tess_disgust_OAF_doll_disgust.wav,disgust
processed_audio\tess_disgust_OAF_door_disgust.wav,disgust
processed_audio\tess_disgust_OAF_fail_disgust.wav,disgust
processed_audio\tess_disgust_OAF_fall_disgust.wav,disgust
processed_audio\tess_disgust_OAF_far_disgust.wav,disgust
processed_audio\tess_disgust_OAF_fat_disgust.wav,disgust
processed_audio\tess_disgust_OAF_fit_disgust.wav,disgust
processed_audio\tess_disgust_OAF_five_disgust.wav,disgust
processed_audio\tess_disgust_OAF_food_disgust.wav,disgust
processed_audio\tess_disgust_OAF_gap_disgust.wav,disgust
processed_audio\tess_disgust_OAF_gas_disgust.wav,disgust
processed_audio\tess_disgust_OAF_gaze_disgust.wav,disgust
processed_audio\tess_disgust_OAF_germ_disgust.wav,disgust
processed_audio\tess_disgust_OAF_get_disgust.wav,disgust
processed_audio\tess_disgust_OAF_gin_disgust.wav,disgust
processed_audio\tess_disgust_OAF_goal_disgust.wav,disgust
processed_audio\tess_disgust_OAF_good_disgust.wav,disgust
processed_audio\tess_disgust_OAF_goose_disgust.wav,disgust
processed_audio\tess_disgust_OAF_gun_disgust.wav,disgust
processed_audio\tess_disgust_OAF_half_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hall_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hash_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hate_disgust.wav,disgust
processed_audio\tess_disgust_OAF_have_disgust.wav,disgust
processed_audio\tess_disgust_OAF_haze_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hire_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hit_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hole_disgust.wav,disgust
processed_audio\tess_disgust_OAF_home_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hurl_disgust.wav,disgust
processed_audio\tess_disgust_OAF_hush_disgust.wav,disgust
processed_audio\tess_disgust_OAF_jail_disgust.wav,disgust
processed_audio\tess_disgust_OAF_jar_disgust.wav,disgust
processed_audio\tess_disgust_OAF_join_disgust.wav,disgust
processed_audio\tess_disgust_OAF_judge_disgust.wav,disgust
processed_audio\tess_disgust_OAF_jug_disgust.wav,disgust
processed_audio\tess_disgust_OAF_juice_disgust.wav,disgust
processed_audio\tess_disgust_OAF_keen_disgust.wav,disgust
processed_audio\tess_disgust_OAF_keep_disgust.wav,disgust
processed_audio\tess_disgust_OAF_keg_disgust.wav,disgust
processed_audio\tess_disgust_OAF_kick_disgust.wav,disgust
processed_audio\tess_disgust_OAF_kill_disgust.wav,disgust
processed_audio\tess_disgust_OAF_king_disgust.wav,disgust
processed_audio\tess_disgust_OAF_kite_disgust.wav,disgust
processed_audio\tess_disgust_OAF_knock_disgust.wav,disgust
processed_audio\tess_disgust_OAF_late_disgust.wav,disgust
processed_audio\tess_disgust_OAF_laud_disgust.wav,disgust
processed_audio\tess_disgust_OAF_lean_disgust.wav,disgust
processed_audio\tess_disgust_OAF_learn_disgust.wav,disgust
processed_audio\tess_disgust_OAF_lease_disgust.wav,disgust
processed_audio\tess_disgust_OAF_lid_disgust.wav,disgust
processed_audio\tess_disgust_OAF_life_disgust.wav,disgust
processed_audio\tess_disgust_OAF_limb_disgust.wav,disgust
processed_audio\tess_disgust_OAF_live_disgust.wav,disgust
processed_audio\tess_disgust_OAF_loaf_disgust.wav,disgust
processed_audio\tess_disgust_OAF_long_disgust.wav,disgust
processed_audio\tess_disgust_OAF_lore_disgust.wav,disgust
processed_audio\tess_disgust_OAF_lose_disgust.wav,disgust
processed_audio\tess_disgust_OAF_lot_disgust.wav,disgust
processed_audio\tess_disgust_OAF_love_disgust.wav,disgust
processed_audio\tess_disgust_OAF_luck_disgust.wav,disgust
processed_audio\tess_disgust_OAF_make_disgust.wav,disgust
processed_audio\tess_disgust_OAF_match_disgust.wav,disgust
processed_audio\tess_disgust_OAF_merge_disgust.wav,disgust
processed_audio\tess_disgust_OAF_mess_disgust.wav,disgust
processed_audio\tess_disgust_OAF_met_disgust.wav,disgust
processed_audio\tess_disgust_OAF_mill_disgust.wav,disgust
processed_audio\tess_disgust_OAF_mob_disgust.wav,disgust
processed_audio\tess_disgust_OAF_mode_disgust.wav,disgust
processed_audio\tess_disgust_OAF_mood_disgust.wav,disgust
processed_audio\tess_disgust_OAF_moon_disgust.wav,disgust
processed_audio\tess_disgust_OAF_mop_disgust.wav,disgust
processed_audio\tess_disgust_OAF_mouse_disgust.wav,disgust
processed_audio\tess_disgust_OAF_nag_disgust.wav,disgust
processed_audio\tess_disgust_OAF_name_disgust.wav,disgust
processed_audio\tess_disgust_OAF_near_disgust.wav,disgust
processed_audio\tess_disgust_OAF_neat_disgust.wav,disgust
processed_audio\tess_disgust_OAF_nice_disgust.wav,disgust
processed_audio\tess_disgust_OAF_note_disgust.wav,disgust
processed_audio\tess_disgust_OAF_numb_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pad_disgust.wav,disgust
processed_audio\tess_disgust_OAF_page_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pain_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pass_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pearl_disgust.wav,disgust
processed_audio\tess_disgust_OAF_peg_disgust.wav,disgust
processed_audio\tess_disgust_OAF_perch_disgust.wav,disgust
processed_audio\tess_disgust_OAF_phone_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pick_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pike_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pole_disgust.wav,disgust
processed_audio\tess_disgust_OAF_pool_disgust.wav,disgust
processed_audio\tess_disgust_OAF_puff_disgust.wav,disgust
processed_audio\tess_disgust_OAF_rag_disgust.wav,disgust
processed_audio\tess_disgust_OAF_raid_disgust.wav,disgust
processed_audio\tess_disgust_OAF_rain_disgust.wav,disgust
processed_audio\tess_disgust_OAF_raise_disgust.wav,disgust
processed_audio\tess_disgust_OAF_rat_disgust.wav,disgust
processed_audio\tess_disgust_OAF_reach_disgust.wav,disgust
processed_audio\tess_disgust_OAF_read_disgust.wav,disgust
processed_audio\tess_disgust_OAF_red_disgust.wav,disgust
processed_audio\tess_disgust_OAF_ring_disgust.wav,disgust
processed_audio\tess_disgust_OAF_ripe_disgust.wav,disgust
processed_audio\tess_disgust_OAF_road_disgust.wav,disgust
processed_audio\tess_disgust_OAF_room_disgust.wav,disgust
processed_audio\tess_disgust_OAF_rose_disgust.wav,disgust
processed_audio\tess_disgust_OAF_rot_disgust.wav,disgust
processed_audio\tess_disgust_OAF_rough_disgust.wav,disgust
processed_audio\tess_disgust_OAF_rush_disgust.wav,disgust
processed_audio\tess_disgust_OAF_said_disgust.wav,disgust
processed_audio\tess_disgust_OAF_sail_disgust.wav,disgust
processed_audio\tess_disgust_OAF_search_disgust.wav,disgust
processed_audio\tess_disgust_OAF_seize_disgust.wav,disgust
processed_audio\tess_disgust_OAF_sell_disgust.wav,disgust
processed_audio\tess_disgust_OAF_shack_disgust.wav,disgust
processed_audio\tess_disgust_OAF_shall_disgust.wav,disgust
processed_audio\tess_disgust_OAF_shawl_disgust.wav,disgust
processed_audio\tess_disgust_OAF_sheep_disgust.wav,disgust
processed_audio\tess_disgust_OAF_shirt_disgust.wav,disgust
processed_audio\tess_disgust_OAF_should_disgust.wav,disgust
processed_audio\tess_disgust_OAF_shout_disgust.wav,disgust
processed_audio\tess_disgust_OAF_size_disgust.wav,disgust
processed_audio\tess_disgust_OAF_soap_disgust.wav,disgust
processed_audio\tess_disgust_OAF_soup_disgust.wav,disgust
processed_audio\tess_disgust_OAF_sour_disgust.wav,disgust
processed_audio\tess_disgust_OAF_south_disgust.wav,disgust
processed_audio\tess_disgust_OAF_sub_disgust.wav,disgust
processed_audio\tess_disgust_OAF_such_disgust.wav,disgust
processed_audio\tess_disgust_OAF_sure_disgust.wav,disgust
processed_audio\tess_disgust_OAF_take_disgust.wav,disgust
processed_audio\tess_disgust_OAF_talk_disgust.wav,disgust
processed_audio\tess_disgust_OAF_tape_disgust.wav,disgust
processed_audio\tess_disgust_OAF_team_disgust.wav,disgust
processed_audio\tess_disgust_OAF_tell_disgust.wav,disgust
processed_audio\tess_disgust_OAF_thin_disgust.wav,disgust
processed_audio\tess_disgust_OAF_third_disgust.wav,disgust
processed_audio\tess_disgust_OAF_thought_disgust.wav,disgust
processed_audio\tess_disgust_OAF_thumb_disgust.wav,disgust
processed_audio\tess_disgust_OAF_time_disgust.wav,disgust
processed_audio\tess_disgust_OAF_tip_disgust.wav,disgust
processed_audio\tess_disgust_OAF_tire_disgust.wav,disgust
processed_audio\tess_disgust_OAF_ton_disgust.wav,disgust
processed_audio\tess_disgust_OAF_tool_disgust.wav,disgust
processed_audio\tess_disgust_OAF_tough_disgust.wav,disgust
processed_audio\tess_disgust_OAF_turn_disgust.wav,disgust
processed_audio\tess_disgust_OAF_vine_disgust.wav,disgust
processed_audio\tess_disgust_OAF_voice_disgust.wav,disgust
processed_audio\tess_disgust_OAF_void_disgust.wav,disgust
processed_audio\tess_disgust_OAF_vote_disgust.wav,disgust
processed_audio\tess_disgust_OAF_wag_disgust.wav,disgust
processed_audio\tess_disgust_OAF_walk_disgust.wav,disgust
processed_audio\tess_disgust_OAF_wash_disgust.wav,disgust
processed_audio\tess_disgust_OAF_week_disgust.wav,disgust
processed_audio\tess_disgust_OAF_wheat_disgust.wav,disgust
processed_audio\tess_disgust_OAF_when_disgust.wav,disgust
processed_audio\tess_disgust_OAF_which_disgust.wav,disgust
processed_audio\tess_disgust_OAF_whip_disgust.wav,disgust
processed_audio\tess_disgust_OAF_white_disgust.wav,disgust
processed_audio\tess_disgust_OAF_wife_disgust.wav,disgust
processed_audio\tess_disgust_OAF_wire_disgust.wav,disgust
processed_audio\tess_disgust_OAF_witch_disgust.wav,disgust
processed_audio\tess_disgust_OAF_yearn_disgust.wav,disgust
processed_audio\tess_disgust_OAF_yes_disgust.wav,disgust
processed_audio\tess_disgust_OAF_young_disgust.wav,disgust
processed_audio\tess_disgust_OAF_youth_disgust.wav,disgust
processed_audio\tess_fear_OAF_back_fear.wav,fear
processed_audio\tess_fear_OAF_bar_fear.wav,fear
processed_audio\tess_fear_OAF_base_fear.wav,fear
processed_audio\tess_fear_OAF_bath_fear.wav,fear
processed_audio\tess_fear_OAF_bean_fear.wav,fear
processed_audio\tess_fear_OAF_beg_fear.wav,fear
processed_audio\tess_fear_OAF_bite_fear.wav,fear
processed_audio\tess_fear_OAF_boat_fear.wav,fear
processed_audio\tess_fear_OAF_bone_fear.wav,fear
processed_audio\tess_fear_OAF_book_fear.wav,fear
processed_audio\tess_fear_OAF_bought_fear.wav,fear
processed_audio\tess_fear_OAF_burn_fear.wav,fear
processed_audio\tess_fear_OAF_cab_fear.wav,fear
processed_audio\tess_fear_OAF_calm_fear.wav,fear
processed_audio\tess_fear_OAF_came_fear.wav,fear
processed_audio\tess_fear_OAF_cause_fear.wav,fear
processed_audio\tess_fear_OAF_chain_fear.wav,fear
processed_audio\tess_fear_OAF_chair_fear.wav,fear
processed_audio\tess_fear_OAF_chalk_fear.wav,fear
processed_audio\tess_fear_OAF_chat_fear.wav,fear
processed_audio\tess_fear_OAF_check_fear.wav,fear
processed_audio\tess_fear_OAF_cheek_fear.wav,fear
processed_audio\tess_fear_OAF_chief_fear.wav,fear
processed_audio\tess_fear_OAF_choice_fear.wav,fear
processed_audio\tess_fear_OAF_cool_fear.wav,fear
processed_audio\tess_fear_OAF_dab_fear.wav,fear
processed_audio\tess_fear_OAF_date_fear.wav,fear
processed_audio\tess_fear_OAF_dead_fear.wav,fear
processed_audio\tess_fear_OAF_death_fear.wav,fear
processed_audio\tess_fear_OAF_deep_fear.wav,fear
processed_audio\tess_fear_OAF_dime_fear.wav,fear
processed_audio\tess_fear_OAF_dip_fear.wav,fear
processed_audio\tess_fear_OAF_ditch_fear.wav,fear
processed_audio\tess_fear_OAF_dodge_fear.wav,fear
processed_audio\tess_fear_OAF_dog_fear.wav,fear
processed_audio\tess_fear_OAF_doll_fear.wav,fear
processed_audio\tess_fear_OAF_door_fear.wav,fear
processed_audio\tess_fear_OAF_fail_fear.wav,fear
processed_audio\tess_fear_OAF_fall_fear.wav,fear
processed_audio\tess_fear_OAF_far_fear.wav,fear
processed_audio\tess_fear_OAF_fat_fear.wav,fear
processed_audio\tess_fear_OAF_fit_fear.wav,fear
processed_audio\tess_fear_OAF_five_fear.wav,fear
processed_audio\tess_fear_OAF_food_fear.wav,fear
processed_audio\tess_fear_OAF_gap_fear.wav,fear
processed_audio\tess_fear_OAF_gas_fear.wav,fear
processed_audio\tess_fear_OAF_gaze_fear.wav,fear
processed_audio\tess_fear_OAF_germ_fear.wav,fear
processed_audio\tess_fear_OAF_get_fear.wav,fear
processed_audio\tess_fear_OAF_gin_fear.wav,fear
processed_audio\tess_fear_OAF_goal_fear.wav,fear
processed_audio\tess_fear_OAF_good_fear.wav,fear
processed_audio\tess_fear_OAF_goose_fear.wav,fear
processed_audio\tess_fear_OAF_gun_fear.wav,fear
processed_audio\tess_fear_OAF_half_fear.wav,fear
processed_audio\tess_fear_OAF_hall_fear.wav,fear
processed_audio\tess_fear_OAF_hash_fear.wav,fear
processed_audio\tess_fear_OAF_hate_fear.wav,fear
processed_audio\tess_fear_OAF_have_fear.wav,fear
processed_audio\tess_fear_OAF_haze_fear.wav,fear
processed_audio\tess_fear_OAF_hire_fear.wav,fear
processed_audio\tess_fear_OAF_hit_fear.wav,fear
processed_audio\tess_fear_OAF_hole_fear.wav,fear
processed_audio\tess_fear_OAF_home_fear.wav,fear
processed_audio\tess_fear_OAF_hurl_fear.wav,fear
processed_audio\tess_fear_OAF_hush_fear.wav,fear
processed_audio\tess_fear_OAF_jail_fear.wav,fear
processed_audio\tess_fear_OAF_jar_fear.wav,fear
processed_audio\tess_fear_OAF_join_fear.wav,fear
processed_audio\tess_fear_OAF_judge_fear.wav,fear
processed_audio\tess_fear_OAF_jug_fear.wav,fear
processed_audio\tess_fear_OAF_juice_fear.wav,fear
processed_audio\tess_fear_OAF_keen_fear.wav,fear
processed_audio\tess_fear_OAF_keep_fear.wav,fear
processed_audio\tess_fear_OAF_keg_fear.wav,fear
processed_audio\tess_fear_OAF_kick_fear.wav,fear
processed_audio\tess_fear_OAF_kill_fear.wav,fear
processed_audio\tess_fear_OAF_king_fear.wav,fear
processed_audio\tess_fear_OAF_kite_fear.wav,fear
processed_audio\tess_fear_OAF_knock_fear.wav,fear
processed_audio\tess_fear_OAF_late_fear.wav,fear
processed_audio\tess_fear_OAF_laud_fear.wav,fear
processed_audio\tess_fear_OAF_lean_fear.wav,fear
processed_audio\tess_fear_OAF_learn_fear.wav,fear
processed_audio\tess_fear_OAF_lease_fear.wav,fear
processed_audio\tess_fear_OAF_lid_fear.wav,fear
processed_audio\tess_fear_OAF_life_fear.wav,fear
processed_audio\tess_fear_OAF_limb_fear.wav,fear
processed_audio\tess_fear_OAF_live_fear.wav,fear
processed_audio\tess_fear_OAF_loaf_fear.wav,fear
processed_audio\tess_fear_OAF_long_fear.wav,fear
processed_audio\tess_fear_OAF_lore_fear.wav,fear
processed_audio\tess_fear_OAF_lose_fear.wav,fear
processed_audio\tess_fear_OAF_lot_fear.wav,fear
processed_audio\tess_fear_OAF_love_fear.wav,fear
processed_audio\tess_fear_OAF_luck_fear.wav,fear
processed_audio\tess_fear_OAF_make_fear.wav,fear
processed_audio\tess_fear_OAF_match_fear.wav,fear
processed_audio\tess_fear_OAF_merge_fear.wav,fear
processed_audio\tess_fear_OAF_mess_fear.wav,fear
processed_audio\tess_fear_OAF_met_fear.wav,fear
processed_audio\tess_fear_OAF_mill_fear.wav,fear
processed_audio\tess_fear_OAF_mob_fear.wav,fear
processed_audio\tess_fear_OAF_mode_fear.wav,fear
processed_audio\tess_fear_OAF_mood_fear.wav,fear
processed_audio\tess_fear_OAF_moon_fear.wav,fear
processed_audio\tess_fear_OAF_mop_fear.wav,fear
processed_audio\tess_fear_OAF_mouse_fear.wav,fear
processed_audio\tess_fear_OAF_nag_fear.wav,fear
processed_audio\tess_fear_OAF_name_fear.wav,fear
processed_audio\tess_fear_OAF_near_fear.wav,fear
processed_audio\tess_fear_OAF_neat_fear.wav,fear
processed_audio\tess_fear_OAF_nice_fear.wav,fear
processed_audio\tess_fear_OAF_note_fear.wav,fear
processed_audio\tess_fear_OAF_numb_fear.wav,fear
processed_audio\tess_fear_OAF_pad_fear.wav,fear
processed_audio\tess_fear_OAF_page_fear.wav,fear
processed_audio\tess_fear_OAF_pain_fear.wav,fear
processed_audio\tess_fear_OAF_pass_fear.wav,fear
processed_audio\tess_fear_OAF_pearl_fear.wav,fear
processed_audio\tess_fear_OAF_peg_fear.wav,fear
processed_audio\tess_fear_OAF_perch_fear.wav,fear
processed_audio\tess_fear_OAF_phone_fear.wav,fear
processed_audio\tess_fear_OAF_pick_fear.wav,fear
processed_audio\tess_fear_OAF_pike_fear.wav,fear
processed_audio\tess_fear_OAF_pole_fear.wav,fear
processed_audio\tess_fear_OAF_pool_fear.wav,fear
processed_audio\tess_fear_OAF_puff_fear.wav,fear
processed_audio\tess_fear_OAF_rag_fear.wav,fear
processed_audio\tess_fear_OAF_raid_fear.wav,fear
processed_audio\tess_fear_OAF_rain_fear.wav,fear
processed_audio\tess_fear_OAF_raise_fear.wav,fear
processed_audio\tess_fear_OAF_rat_fear.wav,fear
processed_audio\tess_fear_OAF_reach_fear.wav,fear
processed_audio\tess_fear_OAF_read_fear.wav,fear
processed_audio\tess_fear_OAF_red_fear.wav,fear
processed_audio\tess_fear_OAF_ring_fear.wav,fear
processed_audio\tess_fear_OAF_ripe_fear.wav,fear
processed_audio\tess_fear_OAF_road_fear.wav,fear
processed_audio\tess_fear_OAF_room_fear.wav,fear
processed_audio\tess_fear_OAF_rose_fear.wav,fear
processed_audio\tess_fear_OAF_rot_fear.wav,fear
processed_audio\tess_fear_OAF_rough_fear.wav,fear
processed_audio\tess_fear_OAF_rush_fear.wav,fear
processed_audio\tess_fear_OAF_said_fear.wav,fear
processed_audio\tess_fear_OAF_sail_fear.wav,fear
processed_audio\tess_fear_OAF_search_fear.wav,fear
processed_audio\tess_fear_OAF_seize_fear.wav,fear
processed_audio\tess_fear_OAF_sell_fear.wav,fear
processed_audio\tess_fear_OAF_shack_fear.wav,fear
processed_audio\tess_fear_OAF_shall_fear.wav,fear
processed_audio\tess_fear_OAF_shawl_fear.wav,fear
processed_audio\tess_fear_OAF_sheep_fear.wav,fear
processed_audio\tess_fear_OAF_shirt_fear.wav,fear
processed_audio\tess_fear_OAF_should_fear.wav,fear
processed_audio\tess_fear_OAF_shout_fear.wav,fear
processed_audio\tess_fear_OAF_size_fear.wav,fear
processed_audio\tess_fear_OAF_soap_fear.wav,fear
processed_audio\tess_fear_OAF_soup_fear.wav,fear
processed_audio\tess_fear_OAF_sour_fear.wav,fear
processed_audio\tess_fear_OAF_south_fear.wav,fear
processed_audio\tess_fear_OAF_sub_fear.wav,fear
processed_audio\tess_fear_OAF_such_fear.wav,fear
processed_audio\tess_fear_OAF_sure_fear.wav,fear
processed_audio\tess_fear_OAF_take_fear.wav,fear
processed_audio\tess_fear_OAF_talk_fear.wav,fear
processed_audio\tess_fear_OAF_tape_fear.wav,fear
processed_audio\tess_fear_OAF_team_fear.wav,fear
processed_audio\tess_fear_OAF_tell_fear.wav,fear
processed_audio\tess_fear_OAF_thin_fear.wav,fear
processed_audio\tess_fear_OAF_third_fear.wav,fear
processed_audio\tess_fear_OAF_thought_fear.wav,fear
processed_audio\tess_fear_OAF_thumb_fear.wav,fear
processed_audio\tess_fear_OAF_time_fear.wav,fear
processed_audio\tess_fear_OAF_tip_fear.wav,fear
processed_audio\tess_fear_OAF_tire_fear.wav,fear
processed_audio\tess_fear_OAF_ton_fear.wav,fear
processed_audio\tess_fear_OAF_tool_fear.wav,fear
processed_audio\tess_fear_OAF_tough_fear.wav,fear
processed_audio\tess_fear_OAF_turn_fear.wav,fear
processed_audio\tess_fear_OAF_vine_fear.wav,fear
processed_audio\tess_fear_OAF_voice_fear.wav,fear
processed_audio\tess_fear_OAF_void_fear.wav,fear
processed_audio\tess_fear_OAF_vote_fear.wav,fear
processed_audio\tess_fear_OAF_wag_fear.wav,fear
processed_audio\tess_fear_OAF_walk_fear.wav,fear
processed_audio\tess_fear_OAF_wash_fear.wav,fear
processed_audio\tess_fear_OAF_week_fear.wav,fear
processed_audio\tess_fear_OAF_wheat_fear.wav,fear
processed_audio\tess_fear_OAF_when_fear.wav,fear
processed_audio\tess_fear_OAF_which_fear.wav,fear
processed_audio\tess_fear_OAF_whip_fear.wav,fear
processed_audio\tess_fear_OAF_white_fear.wav,fear
processed_audio\tess_fear_OAF_wife_fear.wav,fear
processed_audio\tess_fear_OAF_wire_fear.wav,fear
processed_audio\tess_fear_OAF_witch_fear.wav,fear
processed_audio\tess_fear_OAF_yearn_fear.wav,fear
processed_audio\tess_fear_OAF_yes_fear.wav,fear
processed_audio\tess_fear_OAF_young_fear.wav,fear
processed_audio\tess_fear_OAF_youth_fear.wav,fear
processed_audio\tess_happy_OAF_back_happy.wav,happy
processed_audio\tess_happy_OAF_bar_happy.wav,happy
processed_audio\tess_happy_OAF_base_happy.wav,happy
processed_audio\tess_happy_OAF_bath_happy.wav,happy
processed_audio\tess_happy_OAF_bean_happy.wav,happy
processed_audio\tess_happy_OAF_beg_happy.wav,happy
processed_audio\tess_happy_OAF_bite_happy.wav,happy
processed_audio\tess_happy_OAF_boat_happy.wav,happy
processed_audio\tess_happy_OAF_bone_happy.wav,happy
processed_audio\tess_happy_OAF_book_happy.wav,happy
processed_audio\tess_happy_OAF_bought_happy.wav,happy
processed_audio\tess_happy_OAF_burn_happy.wav,happy
processed_audio\tess_happy_OAF_cab_happy.wav,happy
processed_audio\tess_happy_OAF_calm_happy.wav,happy
processed_audio\tess_happy_OAF_came_happy.wav,happy
processed_audio\tess_happy_OAF_cause_happy.wav,happy
processed_audio\tess_happy_OAF_chain_happy.wav,happy
processed_audio\tess_happy_OAF_chair_happy.wav,happy
processed_audio\tess_happy_OAF_chalk_happy.wav,happy
processed_audio\tess_happy_OAF_chat_happy.wav,happy
processed_audio\tess_happy_OAF_check_happy.wav,happy
processed_audio\tess_happy_OAF_cheek_happy.wav,happy
processed_audio\tess_happy_OAF_chief_happy.wav,happy
processed_audio\tess_happy_OAF_choice_happy.wav,happy
processed_audio\tess_happy_OAF_cool_happy.wav,happy
processed_audio\tess_happy_OAF_dab_happy.wav,happy
processed_audio\tess_happy_OAF_date_happy.wav,happy
processed_audio\tess_happy_OAF_dead_happy.wav,happy
processed_audio\tess_happy_OAF_death_happy.wav,happy
processed_audio\tess_happy_OAF_deep_happy.wav,happy
processed_audio\tess_happy_OAF_dime_happy.wav,happy
processed_audio\tess_happy_OAF_dip_happy.wav,happy
processed_audio\tess_happy_OAF_ditch_happy.wav,happy
processed_audio\tess_happy_OAF_dodge_happy.wav,happy
processed_audio\tess_happy_OAF_dog_happy.wav,happy
processed_audio\tess_happy_OAF_doll_happy.wav,happy
processed_audio\tess_happy_OAF_door_happy.wav,happy
processed_audio\tess_happy_OAF_fail_happy.wav,happy
processed_audio\tess_happy_OAF_fall_happy.wav,happy
processed_audio\tess_happy_OAF_far_happy.wav,happy
processed_audio\tess_happy_OAF_fat_happy.wav,happy
processed_audio\tess_happy_OAF_fit_happy.wav,happy
processed_audio\tess_happy_OAF_five_happy.wav,happy
processed_audio\tess_happy_OAF_food_happy.wav,happy
processed_audio\tess_happy_OAF_gap_happy.wav,happy
processed_audio\tess_happy_OAF_gas_happy.wav,happy
processed_audio\tess_happy_OAF_gaze_happy.wav,happy
processed_audio\tess_happy_OAF_germ_happy.wav,happy
processed_audio\tess_happy_OAF_get_happy.wav,happy
processed_audio\tess_happy_OAF_gin_happy.wav,happy
processed_audio\tess_happy_OAF_goal_happy.wav,happy
processed_audio\tess_happy_OAF_good_happy.wav,happy
processed_audio\tess_happy_OAF_goose_happy.wav,happy
processed_audio\tess_happy_OAF_gun_happy.wav,happy
processed_audio\tess_happy_OAF_half_happy.wav,happy
processed_audio\tess_happy_OAF_hall_happy.wav,happy
processed_audio\tess_happy_OAF_hash_happy.wav,happy
processed_audio\tess_happy_OAF_hate_happy.wav,happy
processed_audio\tess_happy_OAF_have_happy.wav,happy
processed_audio\tess_happy_OAF_haze_happy.wav,happy
processed_audio\tess_happy_OAF_hire_happy.wav,happy
processed_audio\tess_happy_OAF_hit_happy.wav,happy
processed_audio\tess_happy_OAF_hole_happy.wav,happy
processed_audio\tess_happy_OAF_home_happy.wav,happy
processed_audio\tess_happy_OAF_hurl_happy.wav,happy
processed_audio\tess_happy_OAF_hush_happy.wav,happy
processed_audio\tess_happy_OAF_jail_happy.wav,happy
processed_audio\tess_happy_OAF_jar_happy.wav,happy
processed_audio\tess_happy_OAF_join_happy.wav,happy
processed_audio\tess_happy_OAF_judge_happy.wav,happy
processed_audio\tess_happy_OAF_jug_happy.wav,happy
processed_audio\tess_happy_OAF_juice_happy.wav,happy
processed_audio\tess_happy_OAF_keen_happy.wav,happy
processed_audio\tess_happy_OAF_keep_happy.wav,happy
processed_audio\tess_happy_OAF_keg_happy.wav,happy
processed_audio\tess_happy_OAF_kick_happy.wav,happy
processed_audio\tess_happy_OAF_kill_happy.wav,happy
processed_audio\tess_happy_OAF_king_happy.wav,happy
processed_audio\tess_happy_OAF_kite_happy.wav,happy
processed_audio\tess_happy_OAF_knock_happy.wav,happy
processed_audio\tess_happy_OAF_late_happy.wav,happy
processed_audio\tess_happy_OAF_laud_happy.wav,happy
processed_audio\tess_happy_OAF_lean_happy.wav,happy
processed_audio\tess_happy_OAF_learn_happy.wav,happy
processed_audio\tess_happy_OAF_lease_happy.wav,happy
processed_audio\tess_happy_OAF_lid_happy.wav,happy
processed_audio\tess_happy_OAF_life_happy.wav,happy
processed_audio\tess_happy_OAF_limb_happy.wav,happy
processed_audio\tess_happy_OAF_live_happy.wav,happy
processed_audio\tess_happy_OAF_loaf_happy.wav,happy
